icao_code,country_code,iata_code,lng,name,lat
VRMU,MV,DDD,72.89,Dhaalu Atoll Airport,2.67
VEDB,IN,DBD,86.43,Dhanbad Airport,23.83
VNDH,NP,DHI,80.58,Dhangarhi Airport,28.75
VRMD,MV,DRV,73.13,Dharavandhoo Airport,5.16
SNDT,BR,DTI,-43.65,Diamantina Airport,-18.23
DFED,BF,DIP,1.78,Diapaga Airport,12.06
,OM,BYB,56.24,Dibba Airport,25.61
VEMN,IN,DIB,95.02,Dibrugarh Airport,27.48
DFOU,BF,XDE,-3.25,Diebougou Airport,10.95
FJDG,IO,NKW,72.41,Naval Support Facility Diego Garcia,-7.31
TJFA,PR,FAJ,-65.66,Diego Jimenez Torres Airport,18.31
VVDB,VN,DIN,103,Dien Bien Phu Airport,21.39
CYID,CA,YDG,-65.79,Digby/Annapolis Regional Airport,44.55
UODD,RU,DKS,80.38,Dikson Airport,73.52
PHDH,US,HDH,-158.2,Dillingham Airfield,21.58
VEMR,IN,DMU,93.77,Dimapur Airport,25.88
DIDK,CI,DIM,-4.64,Dimbokro Airport,6.65
AYDN,PG,DNU,146.68,Dinangat,-6.15
EDLD,DE,,6.87,Dinslaken/Schwarze Heide Airport,51.62
SBCM,BR,CCM,-49.4,Diomicio Freitas/Forquilhinha Airport,-28.72
SBMS,BR,MVF,-37.36,Dix-Sept Rosado Airport,-5.2
YDIX,AU,DXD,143.32,Dixie Airport,-15.12
FCBD,CG,DJM,14.75,Djambala Airport,-2.52
DFCJ,BF,XDJ,-1.63,Djibo Airport,14.1
DBBD,BJ,DJA,1.64,Djougou Airport,9.69
SMDJ,SR,DOE,-55.48,Djoemoe Airstrip,4.01
BIDV,IS,DJU,-14.28,Djupivogur Airport,64.64
HTDO,TZ,DOD,35.75,Dodoma Airport,-6.17
CYDO,CA,YDO,-72.38,Dolbeau-Saint-Felicien Airport,48.78
LBPL,BG,PVN,24.5,Dolna Mitropoliya Air Base,43.45
VNDP,NP,DOP,82.82,Dolpa Airport,28.99
WASS,ID,SOQ,131.29,Domine Edward Osok Airport,-0.89
SANU,AR,UAQ,-68.42,Domingo Faustino Sarmiento Airport,-31.57
,CA,YAU,-73.32,Kattiniq/Donaldson Airport,61.66
VVTH,VN,TBB,109.34,Dong Tac Airport,13.05
ZYFY,CN,FYJ,134.36,Fuyuan Airport,48.2
HSDN,SD,DOG,30.43,Dongola Airport,19.15
RCLM,TW,DSX,116.73,Dongsha Island Airport,20.71
ZSDY,CN,DOY,118.79,Dongying Shengli Airport,37.51
ZMDN,MN,ULZ,96.53,Donoi Airport,47.71
YDMG,AU,DMD,138.82,Doomadgee Airport,-17.94
KSUE,US,SUE,-87.42,Door County Cherryland Airport,44.84
DFEE,BF,DOR,-0.03,Dori Airport,14.03
EGZJ,GB,DOC,-4.02,Dornoch Airport,57.87
MGDL,GT,DON,-89.69,Dos Lagunas Airport,17.61
KDGL,US,DGL,-109.51,Douglas Municipal Airport,31.34
SSDO,BR,DOU,-54.93,Dourados Airport,-22.2
CYZD,CA,YZD,-79.47,Downsview Airport,43.74
SVVL,VE,VLV,-70.58,Valera Airport,9.34
SAHR,AR,GNR,-67.62,Dr. Arturo Umberto Illia Airport,-39
SGPJ,PY,PJC,-55.83,Dr Augusto Roberto Fuster International Airport,-22.64
WIMS,ID,FLZ,98.89,Dr. Ferdinand Lumban Tobing Airport,1.56
SGME,PY,ESG,-60.62,Dr. Luis Maria Argana International Airport,-22.05
MRDK,CR,DRK,-83.64,Drake Bay Airport,8.72
SMDA,SR,DRJ,-54.67,Drietabbetje,4.11
KDRM,US,DRE,-83.74,Drummond Island Airport,46.01
CYHD,CA,YHD,-92.75,Dryden Regional Airport,49.83
FKKS,CM,DSC,10.07,Dschang Airport,5.45
LZDB,SK,,18.19,Dubnica,49
,US,DBS,-112.23,Dubois Municipal Airport,44.17
WAPL,ID,LUV,132.73,Dumatumbun Airport,-5.66
CAM3,CA,DUQ,-123.71,Duncan/Quam Airport,48.75
FNDU,AO,DUE,20.82,Dundo Airport,-7.4
YDKI,AU,DKI,146.14,Dunk Island Airport,-17.94
YDUN,AU,SRR,153.43,Dunwich Airport,-27.52
EGSU,GB,QFO,0.13,Duxford Airport,52.09
KDUA,US,DUA,-96.39,Eaker Field,33.94
PASY,US,SYA,174.11,Eareckson Air Station,52.71
,US,BWL,-97.32,Earl Henry Airport,36.8
CYXR,CA,YXR,-79.85,Earlton (Timiskaming Regional) Airport,47.7
FKKW,CM,EBW,11.19,Ebolowa Airport,2.88
,MH,EBO,168.75,Ebon Airfield,4.6
,US,OTN,-87.5,Ed-Air Airport,38.85
EGED,GB,EOI,-2.77,Eday Airport,59.19
CYED,CA,YED,-113.47,CFB Edmonton,53.67
CYET,CA,YET,-116.46,Edson Airport,53.58
SKSV,CO,SVI,-74.77,Eduardo Falla Solano Airport,2.15
AYED,PG,XYR,141.79,Yellow River,-3.88
AYEF,PG,EFG,147.66,Efogi Airport,-9.15
HCME,SO,HCM,49.82,Eil Airport,8.1
LLEY,IL,EIY,35.2,Ein Yahav Airfield,30.62
SWEI,BR,ERN,-69.88,Eirunepe Airport,-6.64
ZBEN,CN,EJN,101,Taolai Airport,42.02
CYOA,CA,YOA,-110.61,Ekati Airport,64.7
UASB,KZ,EKB,75.21,Ekibastuz Airport,51.59
MHOA,HN,OAN,-86.57,Olanchito El Arrayan Airport,15.51
SKEB,CO,EBG,-74.81,El Bagre Airport,7.6
SAVB,AR,EHL,-71.53,El Bolson Airport,-41.94
SKUI,CO,UIB,-76.64,El Carano Airport,5.69
KNJK,US,NJK,-115.67,"El Centro, Naval Air Facility",32.83
SATD,AR,ELO,-54.57,Eldorado Airport,-26.4
SVED,VE,EOR,-61.58,El Dorado Airport,6.73
SKAR,CO,AXM,-75.77,El Eden Airport,4.45
SKPV,CO,PVA,-81.36,El Embrujo Airport,13.35
HSFS,SD,ELF,25.32,El Fasher Airport,13.62
DAUE,DZ,ELG,2.86,El Golea Airport,30.57
MMJA,MX,JAL,-96.8,El Lencero Airport,19.48
SCCF,CL,CJC,-68.91,El Loa Airport,-22.5
SAVD,AR,EMX,-71.17,El Maiten Airport,-42.03
SCPV,CL,PUX,-72.95,El Mirador Airport,-41.35
,PH,ENI,119.42,El Nido Airport,11.2
HEAX,EG,ALY,29.95,Alexandria / Nouzha Airport,31.19
HSOB,SD,EBD,30.23,El Obeid Airport,13.16
HEOW,EG,GSQ,28.72,Shark El Oweinat International Airport,22.59
SADP,AR,EPA,-58.61,El Palomar Airport,-34.61
MPVR,PA,PVE,-78.95,El Porvenir Airport,9.56
MMPA,MX,PAZ,-97.46,El Tajin National Airport,20.6
SLET,BO,SRZ,-63.17,El Trompillo Airport,-17.81
SKAT,CO,ARQ,-71.39,Aeropuerto Arsenio Valderrama,7.02
SKYP,CO,EYP,-72.39,El Yopal Airport,5.32
YELD,AU,ELC,135.57,Elcho Island Airport,-12.02
,US,FID,-72.03,Elizabeth Field,41.25
KELK,US,ELK,-99.39,Elk City Regional Business Airport,35.43
CYEL,CA,YEL,-82.56,Elliot Lake Municipal Airport,46.35
YESE,AU,ERQ,141.01,Elrose Airport,-20.98
EDWE,DE,EME,7.23,Emden Airport,53.39
YEML,AU,EMD,148.18,Emerald Airport,-23.57
AYEE,PG,EMI,149.98,Emirau Airport,-1.65
LSME,CH,EML,8.3,Emmen Air Base,47.09
HSNH,SD,NUD,28.33,En Nahud Airport,12.67
WABT,ID,EWI,136.38,Enarotali Airport,-3.93
AYEN,PG,EGA,146.11,Engati,-6.92
MPEJ,PA,ONX,-79.87,Enrique Adolfo Jimenez Airport,9.36
MMES,MX,ESE,-116.6,Ensenada Airport,31.8
NCAT,CK,AIU,-158.12,Enua Airport,-19.97
,MH,BII,165.56,Enyu Airfield,11.52
LFSW,FR,,4.09,Epernay-Plivot,49
SSER,BR,ERM,-52.27,Erechim Airport,-27.66
ZBER,CN,ERL,112.1,Erenhot Saiwusu International Airport,43.42
HCMU,SO,ERA,47.39,Erigavo Airport,10.64
SVBS,VE,MYC,-67.65,Mariscal Sucre Airport,10.25
ESSU,SE,EKT,16.71,Eskilstuna Airport,59.35
YESP,AU,EPR,121.83,Esperance Airport,-33.68
MHLE,HN,LEZ,-88.18,La Esperanza,14.29
SBEP,BR,ESI,-42.81,Espinosa,-14.93
CYEN,CA,YEN,-102.96,Estevan Regional Aerodrome,49.21
LTAD,TR,ANK,32.69,Ankara Etimesgut Air Base,39.95
TJMZ,PR,MAZ,-67.15,Eugenio Maria de Hostos Airport,18.26
,US,EUE,-116,Eureka Airport,39.6
CYEU,CA,YEU,-85.81,Eureka Aerodrome,79.99
KEVW,US,EVW,-111.04,Evanston-Uinta County Burns Field,41.27
KEVM,US,EVM,-92.5,Eveleth-Virginia Municipal Airport,47.43
LFOE,FR,EVX,1.22,Evreux-Fauville Air Base,49.03
,ID,EWE,138.08,Ewer Airport,-5.49
FCOE,CG,EWO,14.8,Ewo Airport,-0.88
NTKF,PF,FAC,-145.33,Faaite Airport,-16.69
SKMU,CO,MVP,-70.23,Fabio Alberto Leon Bentley Airport,1.25
DFEF,BF,FNG,0.35,Fada N'Gourma Airport,12.03
OOFD,OM,FAU,56.49,Fahud Airport,22.35
EGEF,GB,FIE,-1.63,Fair Isle Airport,59.53
OPFA,PK,LYP,72.99,Faisalabad International Airport,31.36
NTGF,PF,FAV,-145.66,Fakarava Airport,-16.05
NSFA,WS,APW,-172,Faleolo International Airport,-13.83
KHZR,US,HZR,-91.48,False River Regional Airport,30.72
NTGB,PF,FGU,-140.89,Fangatau Airport,-15.82
FMSG,MG,RVA,47.82,Farafangana Airport,-22.8
OAFR,AF,FAH,62.17,Farah Airport,32.37
GUFH,GN,FAA,-10.77,Faranah Airport,10.04
KFAM,US,FAM,-90.43,Farmington Regional Airport,37.76
CZFA,CA,ZFA,-133.38,Faro Airport,62.21
OISF,IR,FAZ,53.72,Fasa Airport,28.89
BIFF,IS,FAS,-14.05,Faskrudsfjoerdur Airport,64.93
OAFZ,AF,FBD,70.52,Fayzabad Airport,37.12
SWPQ,BR,PBX,-51.69,Porto Alegre,-10.86
GQPF,MR,FGD,-12.73,Fderik Airport,22.67
SNOU,BR,FEJ,-70.35,Feijó Airport,-8.14
MMSM,MX,NLU,-99.02,Santa Lucia Air Force Base Num 1,19.75
UTKF,UZ,FEG,71.74,Fergana International Airport,40.36
DIFK,CI,FEK,-5.18,Ferkessedougou Airport,9.6
SBFN,BR,FEN,-32.42,Fernando de Noronha Airport,-3.85
LFKF,FR,FSC,9.1,Figari - Sud-Corse,41.5
SGFI,PY,FLM,-60.05,Filadelfia Airport,-22.36
LGKZ,GR,KZI,21.84,"Kozani National Airport ""Filippos""",40.29
HAFN,ET,FNH,37.35,Fincha Airport,9.58
KFDY,US,FDY,-83.67,Findlay Airport,41.01
AYFI,PG,FIN,147.85,Finschhafen Airport,-6.62
YFTZ,AU,FIZ,125.56,Fitzroy Crossing Airport,-18.18
KRIR,US,RIR,-117.41,Flabob Airport,33.99
EDXF,DE,FLF,9.38,Flensburg-Schaeferhaus Airport,54.77
KCKM,US,CKM,-90.51,Fletcher Field,34.3
CYFO,CA,YFO,-101.68,Flin Flon Airport,54.68
,US,FMU,-124.11,Florence Municipal Airport,43.98
SKCO,CO,TCO,-78.76,La Florida Airport,1.82
ENFL,NO,FRO,5.02,Floro Airport,61.58
EDCG,DE,GTI,13.33,Ruegen Airport,54.38
EDCT,DE,,12.54,Taucha,51.4
LSZW,CH,,7.6,Thun,46.76
LSPN,CH,,8.08,Triengen,47.23
LIBF,IT,FOG,15.54,"Foggia ""Gino Lisa"" Airport",41.43
CZFD,CA,ZFD,-107.18,Fond-Du-Lac Airport,59.33
,CA,YFG,-71.17,Fontanges Airport,54.55
SWOB,BR,FBA,-66.08,Fonte Boa Airport,-2.53
YFBS,AU,FRB,147.93,Forbes Airport,-33.36
ENBL,NO,FDE,5.76,Bringeland Airport,61.39
CYFE,CA,YFE,-69.1,Forestville Airport,48.75
KFCY,US,FCY,-90.78,Forrest City Municipal Airport,34.94
YFRT,AU,FOS,128.12,Forrest Airport,-30.84
EFFO,FI,QVE,23.65,Forssa Airport,60.8
CYFA,CA,YFA,-81.66,Fort Albany Airport,52.21
,US,FOB,-123.8,Fort Bragg Airport,39.47
CYPY,CA,YPY,-111.12,Fort Chipewyan Airport,58.77
CYAG,CA,YAG,-93.44,Fort Frances Municipal Airport,48.65
CYGH,CA,YGH,-128.65,Fort Good Hope Airport,66.25
CYJF,CA,YJF,-123.47,Fort Liard Airport,60.24
,CA,JHL,-111.42,Fort MacKay/Albian Aerodrome,57.22
CYNR,CA,HZP,-111.7,Fort MacKay/Horizon Airport,57.38
KFSW,US,FMS,-91.33,Fort Madison Municipal Airport,40.66
CZFM,CA,ZFM,-134.86,Fort Mcpherson Airport,67.41
CYYE,CA,YYE,-122.59,Northern Rockies Regional Airport,58.84
CYFR,CA,YFR,-113.69,Fort Resolution Airport,61.18
KFSK,US,FSK,-94.77,Fort Scott Municipal Airport,37.8
CYER,CA,YER,-87.68,Fort Severn Airport,56.02
CYFS,CA,YFS,-121.24,Fort Simpson Airport,61.76
CYSM,CA,YSM,-111.96,Fort Smith Airport,60.02
KFST,US,FST,-102.92,"Fort Stockton, Fort Stockton-Pecos County Airport",30.92
KFSU,US,FSU,-104.22,Fort Sumner Municipal Airport,34.48
FOGF,GA,FOU,10.62,Fougamou Airport,-1.28
EGFO,GB,FOA,-2.05,Foula Airport,60.12
FKKM,CM,FOM,10.75,Koundja,5.64
RPVV,PH,USU,120.12,Francisco B. Reyes Airport,12.11
SSFB,BR,FBE,-53.06,Paulo Abdala Airport,-26.06
SPJJ,PE,JAU,-75.47,Francisco Carle Airport,-11.78
SECO,EC,OCC,-76.99,Francisco De Orellana Airport,-0.46
SBIT,BR,ITR,-49.21,Itumbiara Airport,-18.44
SCSB,CL,SMB,-69.33,Cerro Sombrero,-52.74
SBML,BR,MII,-49.93,Marilia Airport,-22.2
KUOS,US,UOS,-85.9,Franklin County Airport,35.21
FSSF,SC,FRK,55.95,Fregate Island Airport,-4.58
KFRH,US,FRH,-86.64,French Lick Municipal Airport,38.51
KFCH,US,FCH,-119.82,Fresno-Chandler Downtown Airport,36.73
GUFA,GN,FIG,-13.57,Fria Airport,10.35
SVLF,VE,LFR,-72.27,La Fria Airport,8.24
ETHF,DE,FRZ,9.29,Fritzlar,51.11
SGOL,PY,OLK,-57.88,Fuerte Olimpo Airport,-21.05
RJNF,JP,FKJ,136.22,Fukui Airport,36.14
EGNU,GB,,-0.86,Full Sutton Airfield,53.98
AYFU,PG,FUM,142.44,Fuma,-6.39
PANR,US,FNR,-134.9,Funter Bay Seaplane Base,58.25
SCFT,CL,FFU,-71.85,Futaleufu Airport,-43.19
ZWFY,CN,FYN,89.52,Fuyun Koktokay Airport,46.8
UBBQ,AZ,GBB,47.71,Gabala International Airport,40.82
KGAB,US,GAB,-117.96,Gabbs Airport,38.92
OIAH,IR,GCH,50.83,Gachsaran Airport,30.34
KGAG,US,GAG,-99.78,Gage Airport,36.3
DIGA,CI,GGN,-5.96,Gagnoa Airport,6.12
KGLE,US,GLE,-97.2,Gainesville Municipal Airport,33.65
HCMR,SO,GLK,47.45,Galcaio Airport,6.78
HSGG,SD,DNX,35.07,Galegu Airport,12.53
KGBG,US,GBG,-90.43,Galesburg Municipal Airport,40.94
ESNG,SE,GEV,20.82,Gaellivare Airport,67.13
HLGN,LY,TOB,23.91,Gamal Abdel Nasser Airport,31.86
HAGM,ET,GMB,34.57,Gambella Airport,8.18
SCST,CL,WCA,-73.77,Gamboa Airport,-42.49
FCOG,CG,GMM,15.89,Gamboma Airport,-1.83
FZWC,CD,GDJ,23.95,Gandajika Airport,-6.73
RKNN,KR,KAG,128.94,Kangnung Ab,37.75
ZLXH,CN,GXH,102.64,Gannan Xiahe Airport,34.81
,US,GNF,-120.94,Gansner Field,39.94
SNGN,BR,QGP,-36.47,Garanhuns Airport,-8.83
AYGG,PG,GRL,147.21,Garasa,-7.98
HLGD,LY,SRX,16.6,Gardabya Airport,31.06
OAGZ,AF,GRG,69.24,Gardez Old Airfield,33.63
KGDM,US,GDM,-72.02,Gardner Municipal Airport,42.55
HCMG,SO,GSR,49.08,Qardho Airport,9.52
HKGA,KE,GAS,39.65,Garissa Airport,-0.46
HCMW,SO,GGR,48.57,Garowe Airport,8.46
ZUGZ,CN,GZG,99.55,Garze Gesar Airport,31.76
AYGT,PG,GMI,150.33,Gasmata Island Airport,-6.27
CYGP,CA,YGP,-64.48,Michel-Pouliot Gaspe Airport,48.78
KAKH,US,,-81.15,Gastonia Municipal Airport,35.2
KGKT,US,GKT,-83.53,Gatlinburg-Pigeon Forge Airport,35.86
AGOK,SB,GTA,158.2,Gatokae Airport,-8.75
NVSQ,VU,ZGU,167.59,Gaua Island Airport,-14.22
VNBW,NP,BWA,83.42,Bhairahawa,27.51
SKGA,CO,LGT,-70.92,Las Gaviotas Airport,4.55
ESSK,SE,GVX,16.95,Gavle-Sandviken Airport,60.59
YGAY,AU,GAH,151.62,Gayndah Airport,-25.61
FZFD,CD,BDT,20.98,Gbadolite Airport,4.25
GFGK,SL,GBK,-12.38,Gbangbatok Airport,7.77
WAMJ,ID,GEB,129.46,Gebe Airport,-0.08
ENDI,NO,DLD,8.52,Dagali Geilo Airport,60.42
VQGP,BT,GLU,90.47,Gelephu Airport,26.88
FZFK,CD,GMA,19.77,Gemena Airport,3.24
HSGN,SD,EGN,22.47,Geneina Airport,13.48
SVCP,VE,CUP,-63.26,General Jose Francisco Bermudez Airport,10.66
SEMH,EC,MCH,-79.96,General Manuel Serrano Airport,-3.27
MMCB,MX,CVJ,-99.26,General Mariano Matamoros Airport,18.83
SESA,EC,SNC,-80.99,General Ulpiano Paez Airport,-2.2
FAGG,ZA,GRJ,22.38,George Airport,-34
YGTN,AU,GTT,143.53,Georgetown Airport,-18.3
YGEL,AU,GET,114.7,Geraldton Airport,-28.8
CYGQ,CA,YGQ,-86.94,Geraldton (Greenstone Regional) Airport,49.78
SKBU,CO,BUN,-76.99,Buenaventura,3.82
SKPQ,CO,PAL,-74.66,Captain German Olano Moreno Air Base,5.48
SKPC,CO,PCR,-67.54,Puerto Carreno / A. Guauquea,6.18
WRKL,ID,LKA,123,Larantuka Airport,-8.27
HLTD,LY,LTD,9.65,Ghadames Airport,30.14
FBGZ,BW,GNZ,21.66,Ghanzi Airport,-21.69
HLGT,LY,GHT,10.14,Ghat Airport,25.14
OAGN,AF,GZI,68.41,Ghazni Airport,33.53
HAGH,ET,GNN,40.72,Ghinnir Airport,7.15
DAOV,DZ,MUW,0.15,Ghriss Airport,35.21
RJNG,JP,QGU,136.87,Gifu Ab,35.39
OPGT,PK,GIL,74.33,Gilgit Airport,35.92
CYGX,CA,YGX,-94.71,Gillam Airport,56.35
EHGR,NL,GLZ,4.93,Gilze-Rijen Air Base,51.57
CYGM,CA,YGM,-97.04,Gimli Industrial Park Airport,50.63
,US,AQY,-149.12,Girdwood Airport,60.97
AYGR,PG,PNP,148.31,Girua Airport,-8.81
NZGS,NZ,GIS,177.98,Gisborne Airport,-38.66
HRYG,RW,GYI,29.26,Gisenyi Airport,-1.68
HBBE,BI,GID,29.91,Gitega Airport,-3.42
CYHK,CA,YHK,-95.88,Gjoa Haven Airport,68.63
BIGJ,IS,GJR,-21.33,Gjoegur Airport,66
YGLA,AU,GLT,151.22,Gladstone Airport,-23.87
KGDW,US,GDW,-84.47,Gladwin Zettel Memorial Airport,43.97
,US,GWV,-80.76,Glendale Fokker Field Airport,39.95
KGEU,US,,-112.29,Glendale Municipal Airport,33.53
NZGT,NZ,GTN,170.13,Glentanner Airport,-43.91
FYGB,NA,GOG,18.97,Gobabis,-22.5
SAVV,AR,VDM,-63,Gobernador Edgardo Castello Airport,-40.87
SAWR,AR,GGS,-70.19,Gobernador Gregores Airport,-48.78
HAGO,ET,GDE,43.6,Gode Airport,5.92
RPVE,PH,MPH,121.95,Godofredo P. Ramos Airport,11.92
LTFK,TR,GKD,25.88,Goekceada Airport,40.2
ENKL,NO,GLL,9.05,Gol Airport,60.79
MRGF,CR,GLF,-83.18,Golfito Airport,8.65
SKTL,CO,TLU,-75.59,Golfo de Morrosquillo Airport,9.51
ZLGL,CN,GMQ,100.31,Golog Maqin Airport,34.42
DNGO,NG,GMO,10.9,Gombe Lawanti International Airport,10.3
GCGM,ES,GMZ,-17.21,La Gomera Airport,28.03
SKAP,CO,API,-73.56,Gomez Nino,4.08
HAGN,ET,GDQ,37.44,Gondar Airport,12.52
SKTU,CO,TRB,-76.74,Gonzalo Mejia Airport,8.07
VEGK,IN,GOP,83.45,Gorakhpur Airport,26.74
FEGL,CF,GDI,21.73,Gordil Airport,9.58
YGDN,AU,GDD,128.59,Gordon Downs Airport,-18.68
KGRN,US,GRN,-102.18,Gordon Municipal Airport,42.8
KGVE,US,GVE,-78.17,Gordonsville Municipal Airport,38.16
CYZE,CA,YZE,-82.57,Gore Bay-Manitoulin Airport,45.89
HAGR,ET,GOR,35.55,Gore Airport,8.16
OING,IR,GBT,54.4,Forudgah-e Gorgan,36.91
LBGO,BG,GOZ,25.71,Gorna Orechovista,43.15
AYGA,PG,GKA,145.39,Goroka Airport,-6.08
DFEG,BF,XGG,-0.23,Gorom-Gorom Airport,14.45
GAGM,ML,GUD,-3.6,Goundam Airport,16.36
YPGV,AU,GOV,136.82,Gove Airport,-12.27
SATG,AR,OYA,-59.22,Goya Airport,-29.11
YGFN,AU,GFN,153.03,Grafton Airport,-29.76
SCCH,CL,YAI,-72.03,Aerodromo Bernardo O'Higgins,-36.58
CZGF,CA,ZGF,-118.43,Grand Forks Airport,49.02
,US,XES,-88.39,Grand Geneva Resort Airport,42.61
SOGS,GF,GSI,-54.37,Grand-Santi Airport,4.29
CYGL,CA,YGL,-77.7,La Grande Riviere Airport,53.63
YTGT,AU,GTS,130.35,The Granites Airport,-20.55
,US,PGC,-79.15,Grant County Airport,38.99
KGNT,US,GNT,-107.9,Grants-Milan Municipal Airport,35.17
KGTG,US,GTG,-92.66,Grantsburg Municipal Airport,45.8
LFRF,FR,GFR,-1.56,Granville - Mont-Saint-Michel,48.88
,US,KGX,-160.06,Grayling Airport,62.9
,CA,DAS,-119.71,Great Bear Lake Airport,66.7
MYBG,BS,GHC,-77.84,Great Harbour Cay Airport,25.74
,US,RVR,-110.23,Green River Municipal Airport,38.96
GLGE,LR,SNI,-9.06,Greenville/Sinoe Airport,5.03
CYGZ,CA,YGZ,-82.92,Grise Fiord Airport,76.42
LDRG,HR,,14.5,Grobnicko Polje Airport,45.38
FYGF,NA,GFY,18.12,Grootfontein Airport,-19.6
LIRS,IT,GRS,11.07,Grosseto Airport,42.76
BIGF,IS,GUU,-23.22,Grundarfjoerdur Airport,64.99
ZYMH,CN,OHE,122.43,Mohe Gulian Airport,52.92
SNGD,BR,GDP,-43.58,Guadalupe Airport,-6.78
SAAG,AR,GHU,-58.61,Gualeguaychu Aerodrome,-33.01
MRNC,CR,NCT,-85.45,Nicoya Airport,10.14
SNGI,BR,GNM,-42.75,Guanambi Airport,-14.21
SVGU,VE,GUQ,-69.76,Guanare Airport,9.03
MRGP,CR,GPL,-83.8,Guapiles Airport,10.22
SNGA,BR,GUZ,-40.49,Guarapari Airport,-20.65
SCGZ,CL,WPU,-67.63,Guardiamarina Zanartu Airport,-54.93
AYGJ,PG,GAZ,152.94,Guasopa,-9.23
DAUO,DZ,ELU,6.78,Guemar Airport,33.51
DIGL,CI,GGO,-7.53,Guiglo Airport,6.53
SKPP,CO,PPN,-76.61,Guillermo Leon Valencia Airport,2.45
AYUP,PG,GLP,141.54,Gulgubip,-5.28
PAGK,US,GKN,-145.46,Gulkana Airport,62.15
HUGU,UG,ULU,32.27,Gulu Airport,2.8
WIAG,ID,AKQ,105.23,Gunung Batin Airport,-4.61
OEGT,SA,URY,37.28,Gurayat Domestic Airport,31.41
AYGN,PG,GUR,150.34,Gurney Airport,-10.31
AYGP,PG,GAP,145.96,Gusap Airport,-6.05
DNGU,NG,QUS,6.7,Gusau,12.17
SKFL,CO,FLA,-75.56,Gustavo Artunduaga Paredes Airport,1.59
MUBA,CU,BCA,-74.5,Gustavo Rizo Airport,20.36
SKTM,CO,TME,-71.76,Aeropuerto Gabriel Vargas Santos,6.45
WAOK,ID,KBU,116.17,Gusti Syamsir Alam Airport,-3.29
VIGR,IN,GWL,78.23,Gwalior Airport,26.29
AGGA,SB,AKS,160.68,Gwaunaru'u Airport,-8.7
WIKD,ID,TJQ,107.75,H.A.S. Hanandjoeddin Airport,-2.75
OEHL,SA,HAS,41.69,Ha'il Regional Airport,27.44
LLHA,IL,HFA,35.04,Haifa International Airport,32.81
CYHT,CA,YHT,-137.55,Haines Junction Airport,60.79
LTCW,TR,YKO,44.24,Yueksekova Airport,37.55
FYHI,NA,HAL,16.46,Halali Airport,-19.03
CYAW,CA,YAW,-63.5,Shearwater Airport,44.64
CYUX,CA,YUX,-81.25,Hall Beach Airport,68.78
EFHA,FI,KEV,24.79,Halli Airport,61.86
KDUC,US,DUC,-97.96,Halliburton Field,34.47
YHLC,AU,HCQ,127.67,Halls Creek Airport,-18.23
OIHH,IR,HDM,48.55,Hamadan Airport,34.87
ZWHM,CN,HMI,93.67,Hami Airport,42.84
YHML,AU,HLT,142.06,Hamilton Airport,-37.65
KHEY,US,HEY,-85.65,"Fort Rucker, Hanchey Army Heliport",31.35
KHVE,US,HVE,-110.7,Hanksville Airport,38.42
KHEZ,US,HEZ,-91.3,Hardy-Anders Field Natchez-Adams County Airport,31.61
FAHR,ZA,HRS,29.11,Harrismith Airport,-28.24
KHVS,US,HVS,-80.12,Hartsville Regional Airport,34.4
GMML,MA,EUN,-13.22,Hassan I Airport,27.15
DAFH,DZ,HRM,3.31,Hassi R'Mel Airport,32.93
ESFA,SE,,13.88,Hässleholm Bokeberg Airfield,56.13
ENHK,NO,HAA,22.14,Hasvik Airport,70.48
RORH,JP,HTR,123.8,Hateruma Airport,24.06
SKHC,CO,HTZ,-71.75,Hato Corozal Airport,6.15
ENHD,NO,HAU,5.21,Haugesund Airport,59.35
OIKP,IR,HDR,56.17,Havadarya Airport,27.16
EGFE,GB,HAW,-4.96,Haverfordwest Airport,51.83
CYGV,CA,YGV,-63.6,Havre Saint-Pierre Airport,50.27
AYHU,PG,HWA,146,Hawabango,-7.39
EGNR,GB,CEG,-2.98,Hawarden Airport,53.18
CYHY,CA,YHY,-115.78,Hay River/Merlyn Carter Airport,60.84
AYHF,PG,HYF,143.06,Hayfields Airport,-3.7
KHZL,US,HZL,-75.99,Hazleton Regional Airport,40.99
CYHF,CA,YHF,-83.69,Hearst (Rene Fontaine) Municipal Airport,49.71
ZGHC,CN,HCJ,107.7,Hechi Jinchengjiang Airport,24.79
VYHH,MM,HEH,96.79,Heho Airport,20.75
SSLN,BR,LOI,-49.54,Helmuth Baumgartem Airport,-27.16
ESUT,SE,HMV,15.08,Hemavan Airport,65.81
PMDY,UM,MDY,-177.38,Henderson Field Civil Airport,28.2
FAPH,ZA,PHW,31.16,Hendrik Van Eck Airport,-23.94
KTMA,US,TMA,-83.49,Henry Tift Myers Airport,31.43
EGHS,GB,,-2.36,Henstridge Airfield,50.99
OAHR,AF,HEA,62.23,Herat International Airport,34.21
SKUL,CO,ULQ,-76.24,Farfan Airport,4.09
MUVT,CU,VTU,-76.94,Hermanos Ameijeiras Airport,20.99
SAZT,AR,TDL,-59.23,Tandil Aerodrome,-37.24
KLUL,US,LUL,-89.17,Hesler-Noble Field,31.67
CYOJ,CA,YOJ,-117.16,High Level Airport,58.62
CZHP,CA,ZHP,-116.47,High Prairie Airport,55.39
SVHG,VE,HGE,-66.09,Higuerote Airport,10.46
